0,1,2,3,4,5,6,7,8
0.0010683760683760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.020972780008924587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0
0.0010683760683760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0031236055332440876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0022311468094600626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.011601963409192326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.003481894150417827,0.0,0.0,0.0,0.0,0.0
0.0,0.011601963409192326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0014245014245014246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006099885627144491,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02249332825009531,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002287457110179184,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.013557483731019523,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.005688282138794084,0.0,0.0
0.0,0.0,0.006593406593406593,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03435966086568496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0041936713686618375,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02706824247045368,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010293556995806329,0.0,0.0,0.0,0.0
0.0,0.0,0.0032967032967032967,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.013873626373626373,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10443037974683544,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07871835443037975,0.0
0.0,0.0,0.11593406593406594,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004956157072054899,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.02985724233983287,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.006593406593406593,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04272151898734177,0.0
0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.020968356843309187,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004044489383215369
0.0,0.0,0.046703296703296704,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01304945054945055,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006319514661274014
0.0,0.0,0.0,0.0,0.0030499428135722455,0.0,0.0,0.0,0.0
0.1525997150997151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0012186629526462396,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001915041782729805,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0019062142584826535,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004574914220358368,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.006180362116991644,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.02237116991643454,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004802831142568251
0.0,0.0,0.0,0.0,0.0,0.0,0.0022753128555176336,0.0,0.0
0.0,0.0,0.0,0.0,0.0019062142584826535,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05813953488372093
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015031645569620253,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012639029322548028
0.0,0.0,0.0,0.0,0.010293556995806329,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006481128478841022,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012639029322548028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020980788675429726
0.0,0.0,0.0,0.0,0.0,0.003796095444685466,0.0,0.0,0.0
0.005698005698005698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.013651877133105802,0.0,0.0
0.007834757834757835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.012798634812286689,0.0,0.0
0.0,0.0,0.0,0.021413649025069637,0.0,0.0,0.0,0.0,0.0
