0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.5934001752165872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40659982478341283
